A,n,Authors,Article Title,Abstract,Filter,Approach,Subapproach,Lab_response,temperature,growth_rate,error,equation,error_method,n,,order,family,genus,species,feeding_guild,host_plant,h_p_family,diet,diet_family,RH,Filter_3,daylength,population_source,lat,lon,observations,DOI,Source Title,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,X20,ISSN,eISSN,Year,,UT (Unique WOS ID)
J,1,"Lin, MY; Lin, CH; Lin, YP; Tseng, CT",Temperature-dependent life history of Eutetranychus africanus (Acari: Tetranychidae) on papaya,"This study was conducted to further understand the biology of Eutetranychus africanus Tucker, a newly invasive pest mite in Taiwan that can cause serious damage to papaya. We report the life history of E. africanus on papaya in laboratory conditions at 12, 17, 22, 27 and 32 +/- 0.5 degrees C, with 70 +/- 5 % relative humidity and a photoperiod of L12: D12. Eggs did not hatch at 12 degrees C. Both developmental duration and longevity were significantly shortened with the increase of temperature. The longest and shortest developmental durations of the immature stage were 37.28 days at 17 degrees C and 8.70 days at 32 degrees C, respectively. The longevity of both sexes varied similarly with the change in temperature, with shorter lifespan in males: Females survived for 3.64 days (shortest) at 32 degrees C to 17.50 days (longest) at 17 degrees C, whereas males survived for 11.00 days (longest) at 17 degrees C to 2.57 days (shortest) at 32 degrees C. The differences in fecundity were significant among all tested temperatures, with 17.61 eggs/female at 27 degrees C being the highest. The low developmental threshold and thermal summation of the full immature stage were 11.48 degrees C and 163.93 degree-days, respectively. In two-sex life table analysis, population parameters were significantly affected by temperature except the net reproduction rate. The highest intrinsic rate of increase was 0.1221 day(-1) at 27 degrees C; the average generation time was the shortest (12.61 days) at 32 degrees C and the longest (48.70 days) at 17 degrees C. The highest net reproduction rate was 5.06 eggs/female at 27 degrees C. This report contributes background knowledge to the management of the damage caused by E. africanus on papaya.",yes,experimental,laboratory,rm,27,0.1221,0.0194,Euler-Lotka,bootstrap,28,n hembras,Acari>Prostigmata,Tetranychidae,Eutetranychus,africanus,sucker,papaya,Caricaceae,papaya,Caricaceae,70,yes,12,Zhongpu (Taiwan),23.42497,120.52254,,10.11158/saa.25.3.8,SYSTEMATIC AND APPLIED ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362-1971,NA,2020,,WOS:000579878600001
J,1,"Lin, MY; Lin, CH; Lin, YP; Tseng, CT",Temperature-dependent life history of Eutetranychus africanus (Acari: Tetranychidae) on papaya,"This study was conducted to further understand the biology of Eutetranychus africanus Tucker, a newly invasive pest mite in Taiwan that can cause serious damage to papaya. We report the life history of E. africanus on papaya in laboratory conditions at 12, 17, 22, 27 and 32 +/- 0.5 degrees C, with 70 +/- 5 % relative humidity and a photoperiod of L12: D12. Eggs did not hatch at 12 degrees C. Both developmental duration and longevity were significantly shortened with the increase of temperature. The longest and shortest developmental durations of the immature stage were 37.28 days at 17 degrees C and 8.70 days at 32 degrees C, respectively. The longevity of both sexes varied similarly with the change in temperature, with shorter lifespan in males: Females survived for 3.64 days (shortest) at 32 degrees C to 17.50 days (longest) at 17 degrees C, whereas males survived for 11.00 days (longest) at 17 degrees C to 2.57 days (shortest) at 32 degrees C. The differences in fecundity were significant among all tested temperatures, with 17.61 eggs/female at 27 degrees C being the highest. The low developmental threshold and thermal summation of the full immature stage were 11.48 degrees C and 163.93 degree-days, respectively. In two-sex life table analysis, population parameters were significantly affected by temperature except the net reproduction rate. The highest intrinsic rate of increase was 0.1221 day(-1) at 27 degrees C; the average generation time was the shortest (12.61 days) at 32 degrees C and the longest (48.70 days) at 17 degrees C. The highest net reproduction rate was 5.06 eggs/female at 27 degrees C. This report contributes background knowledge to the management of the damage caused by E. africanus on papaya.",yes,experimental,laboratory,rm,32,0.0924,0.0162,Euler-Lotka,bootstrap,36,n hembras,Acari>Prostigmata,Tetranychidae,Eutetranychus,africanus,sucker,papaya,Caricaceae,papaya,Caricaceae,70,yes,12,Zhongpu (Taiwan),23.42497,120.52254,,10.11158/saa.25.3.8,SYSTEMATIC AND APPLIED ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362-1971,NA,2020,,WOS:000579878600001
J,1,"Souza, MF; Davis, JA",Potential population growth of Melanaphis sacchari (Zehntner) (Hemiptera: Aphididae) under six constant temperatures on grain sorghum (Sorghum bicolor L.),"Sugarcane aphid, Melanaphis sacchari Zehntner (Hemiptera: Aphididae), is now widely established in sorghum, Sorghum bicolor (L) Moench (Poaceae), production areas of the USA, and is an important economic pest. To calculate economic thresholds, population growth parameters under varied temperature conditions are needed. However, detailed laboratory studies of temperature effects on the biology and population parameters of M. sacchari since the sorghum outbreak in the US have not been performed previously. Therefore, this study evaluated the response of M. sacchari to 6 different constant temperatures (15, 20, 25, 30, 32, and 35 degrees C) on sorghum tissue. Aphid development, age-specific survivorship, fecundity, and longevity were compared at the mentioned temperatures. At 20 degrees C, the reproductive period was longest and total fecundity was greatest. Development time of M. sacchari was shortest at 25 and 30 C. Intrinsic rate of increase was highest at 25 degrees C (r(m) = 0.405 +/- 0.030). Net reproductive rate (R-0) was highest at 20 degrees C, and age-specific survivorship decreased with increasing temperature. At 25 degrees C, aphid populations doubled in 1.7 d, the shortest among all temperatures tested. Using a modification of the nonlinear Logan model, the lower and upper developmental thresholds of M. sacchari were calculated at 8.6 and 37.8 degrees C, respectively, with the optimum temperature for development occurring at 28.3 degrees C. Population parameters, together with high minimum and maximum thermal thresholds, indicate that M. sacchari is an aphid species adapted to higher temperatures.",yes,experimental,laboratory,rm,15,0.197,0.006,Euler-Lotka,Jackknife,150,n directo pero de huevos… no survival,Hemiptera,Aphididae,Melanaphis,sacchari,sucker,sorghum,Poaceae,sorghum,Poaceae,50,yes,14,"Alexandria, LOU, USA",31.31125,-92.44491,chambers,10.1653/024.103.0419,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2020,,WOS:000525376400019
J,0,"Souza, MF; Davis, JA",Potential population growth of Melanaphis sacchari (Zehntner) (Hemiptera: Aphididae) under six constant temperatures on grain sorghum (Sorghum bicolor L.),"Sugarcane aphid, Melanaphis sacchari Zehntner (Hemiptera: Aphididae), is now widely established in sorghum, Sorghum bicolor (L) Moench (Poaceae), production areas of the USA, and is an important economic pest. To calculate economic thresholds, population growth parameters under varied temperature conditions are needed. However, detailed laboratory studies of temperature effects on the biology and population parameters of M. sacchari since the sorghum outbreak in the US have not been performed previously. Therefore, this study evaluated the response of M. sacchari to 6 different constant temperatures (15, 20, 25, 30, 32, and 35 degrees C) on sorghum tissue. Aphid development, age-specific survivorship, fecundity, and longevity were compared at the mentioned temperatures. At 20 degrees C, the reproductive period was longest and total fecundity was greatest. Development time of M. sacchari was shortest at 25 and 30 C. Intrinsic rate of increase was highest at 25 degrees C (r(m) = 0.405 +/- 0.030). Net reproductive rate (R-0) was highest at 20 degrees C, and age-specific survivorship decreased with increasing temperature. At 25 degrees C, aphid populations doubled in 1.7 d, the shortest among all temperatures tested. Using a modification of the nonlinear Logan model, the lower and upper developmental thresholds of M. sacchari were calculated at 8.6 and 37.8 degrees C, respectively, with the optimum temperature for development occurring at 28.3 degrees C. Population parameters, together with high minimum and maximum thermal thresholds, indicate that M. sacchari is an aphid species adapted to higher temperatures.",yes,experimental,laboratory,rm,20,0.274,0.013,Euler-Lotka,Jackknife,150,n directo pero de huevos… no survival,Hemiptera,Aphididae,Melanaphis,sacchari,sucker,sorghum,Poaceae,sorghum,Poaceae,50,yes,14,"Alexandria, LOU, USA",31.31125,-92.44491,chambers,10.1653/024.103.0419,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2020,,WOS:000525376400019
J,0,"Souza, MF; Davis, JA",Potential population growth of Melanaphis sacchari (Zehntner) (Hemiptera: Aphididae) under six constant temperatures on grain sorghum (Sorghum bicolor L.),"Sugarcane aphid, Melanaphis sacchari Zehntner (Hemiptera: Aphididae), is now widely established in sorghum, Sorghum bicolor (L) Moench (Poaceae), production areas of the USA, and is an important economic pest. To calculate economic thresholds, population growth parameters under varied temperature conditions are needed. However, detailed laboratory studies of temperature effects on the biology and population parameters of M. sacchari since the sorghum outbreak in the US have not been performed previously. Therefore, this study evaluated the response of M. sacchari to 6 different constant temperatures (15, 20, 25, 30, 32, and 35 degrees C) on sorghum tissue. Aphid development, age-specific survivorship, fecundity, and longevity were compared at the mentioned temperatures. At 20 degrees C, the reproductive period was longest and total fecundity was greatest. Development time of M. sacchari was shortest at 25 and 30 C. Intrinsic rate of increase was highest at 25 degrees C (r(m) = 0.405 +/- 0.030). Net reproductive rate (R-0) was highest at 20 degrees C, and age-specific survivorship decreased with increasing temperature. At 25 degrees C, aphid populations doubled in 1.7 d, the shortest among all temperatures tested. Using a modification of the nonlinear Logan model, the lower and upper developmental thresholds of M. sacchari were calculated at 8.6 and 37.8 degrees C, respectively, with the optimum temperature for development occurring at 28.3 degrees C. Population parameters, together with high minimum and maximum thermal thresholds, indicate that M. sacchari is an aphid species adapted to higher temperatures.",yes,experimental,laboratory,rm,25,0.405,0.03,Euler-Lotka,Jackknife,150,n directo pero de huevos… no survival,Hemiptera,Aphididae,Melanaphis,sacchari,sucker,sorghum,Poaceae,sorghum,Poaceae,50,yes,14,"Alexandria, LOU, USA",31.31125,-92.44491,chambers,10.1653/024.103.0419,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2020,,WOS:000525376400019
J,0,"Souza, MF; Davis, JA",Potential population growth of Melanaphis sacchari (Zehntner) (Hemiptera: Aphididae) under six constant temperatures on grain sorghum (Sorghum bicolor L.),"Sugarcane aphid, Melanaphis sacchari Zehntner (Hemiptera: Aphididae), is now widely established in sorghum, Sorghum bicolor (L) Moench (Poaceae), production areas of the USA, and is an important economic pest. To calculate economic thresholds, population growth parameters under varied temperature conditions are needed. However, detailed laboratory studies of temperature effects on the biology and population parameters of M. sacchari since the sorghum outbreak in the US have not been performed previously. Therefore, this study evaluated the response of M. sacchari to 6 different constant temperatures (15, 20, 25, 30, 32, and 35 degrees C) on sorghum tissue. Aphid development, age-specific survivorship, fecundity, and longevity were compared at the mentioned temperatures. At 20 degrees C, the reproductive period was longest and total fecundity was greatest. Development time of M. sacchari was shortest at 25 and 30 C. Intrinsic rate of increase was highest at 25 degrees C (r(m) = 0.405 +/- 0.030). Net reproductive rate (R-0) was highest at 20 degrees C, and age-specific survivorship decreased with increasing temperature. At 25 degrees C, aphid populations doubled in 1.7 d, the shortest among all temperatures tested. Using a modification of the nonlinear Logan model, the lower and upper developmental thresholds of M. sacchari were calculated at 8.6 and 37.8 degrees C, respectively, with the optimum temperature for development occurring at 28.3 degrees C. Population parameters, together with high minimum and maximum thermal thresholds, indicate that M. sacchari is an aphid species adapted to higher temperatures.",yes,experimental,laboratory,rm,30,0.124,0.017,Euler-Lotka,Jackknife,150,n directo pero de huevos… no survival,Hemiptera,Aphididae,Melanaphis,sacchari,sucker,sorghum,Poaceae,sorghum,Poaceae,50,yes,14,"Alexandria, LOU, USA",31.31125,-92.44491,chambers,10.1653/024.103.0419,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2020,,WOS:000525376400019
J,0,"Souza, MF; Davis, JA",Potential population growth of Melanaphis sacchari (Zehntner) (Hemiptera: Aphididae) under six constant temperatures on grain sorghum (Sorghum bicolor L.),"Sugarcane aphid, Melanaphis sacchari Zehntner (Hemiptera: Aphididae), is now widely established in sorghum, Sorghum bicolor (L) Moench (Poaceae), production areas of the USA, and is an important economic pest. To calculate economic thresholds, population growth parameters under varied temperature conditions are needed. However, detailed laboratory studies of temperature effects on the biology and population parameters of M. sacchari since the sorghum outbreak in the US have not been performed previously. Therefore, this study evaluated the response of M. sacchari to 6 different constant temperatures (15, 20, 25, 30, 32, and 35 degrees C) on sorghum tissue. Aphid development, age-specific survivorship, fecundity, and longevity were compared at the mentioned temperatures. At 20 degrees C, the reproductive period was longest and total fecundity was greatest. Development time of M. sacchari was shortest at 25 and 30 C. Intrinsic rate of increase was highest at 25 degrees C (r(m) = 0.405 +/- 0.030). Net reproductive rate (R-0) was highest at 20 degrees C, and age-specific survivorship decreased with increasing temperature. At 25 degrees C, aphid populations doubled in 1.7 d, the shortest among all temperatures tested. Using a modification of the nonlinear Logan model, the lower and upper developmental thresholds of M. sacchari were calculated at 8.6 and 37.8 degrees C, respectively, with the optimum temperature for development occurring at 28.3 degrees C. Population parameters, together with high minimum and maximum thermal thresholds, indicate that M. sacchari is an aphid species adapted to higher temperatures.",yes,experimental,laboratory,rm,32,0.197,0.017,Euler-Lotka,Jackknife,150,n directo pero de huevos… no survival,Hemiptera,Aphididae,Melanaphis,sacchari,sucker,sorghum,Poaceae,sorghum,Poaceae,50,yes,14,"Alexandria, LOU, USA",31.31125,-92.44491,chambers,10.1653/024.103.0419,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2020,,WOS:000525376400019
J,1,"Govindan, BN; Hutchison, WD","Influence of Temperature on Age-Stage, Two-Sex Life Tables for a Minnesota-Acclimated Population of the Brown Marmorated Stink Bug (Halyomorpha halys)","Temperature is a critical single factor influencing insect population dynamics, and is foundational for improving our understanding of the phenology of invasive species adapting to new agroecosystems or in the process of range expansion. An age-stage, two-sex life table was therefore developed to analyze fundamental demographic features such as development, survival, and reproduction of a Minnesota-acclimated population of the invasive brown marmorated stink bug (Halyomorpha halys), in the north central USA. All salient life history parameters were estimated to better understand the population growth potential of H. halys at the current limit of its northern range in North America. We examined the effect of selected constant temperatures on immature development and survival (15-39 degrees C), adult reproduction and longevity (17-36 degrees C) of H. halys in the laboratory. The Minnesota population developed faster and survived at higher rates relative to a population that had previously established in Pennsylvania, USA. Mean generation time for the Minnesota population was minimized at 30 degrees C, while survival and fecundity were maximized at 27 and 23 degrees C, respectively. Given these findings, we assessed the effect of temperature on the intrinsic rate of increase (rm), the life table parameter that integrates the effects of temperature on development, survival, and reproduction. A Ratkowsky model predicted rm was maximized (0.0899) at 27.5 degrees C. We discuss the implications of our findings for understanding population growth rates for H. halys in the context of a warming climate, and potential to emerge as a serious crop pest in the Midwest U.S. region.",yes,experimental,laboratory,rm,20,0.0286,0.0001,Euler-Lotka,bootstrap,29,,Hemiptera,Pentatomidae,Halyomorpha,halys,sucker,various,various,beans,Fabaceae,70,yes,16,Wyoming (USA),43.17003,-107.56853,chambers,10.3390/insects11020108,INSECTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075-4450,2020,,WOS:000519116600023
J,0,"Govindan, BN; Hutchison, WD","Influence of Temperature on Age-Stage, Two-Sex Life Tables for a Minnesota-Acclimated Population of the Brown Marmorated Stink Bug (Halyomorpha halys)","Temperature is a critical single factor influencing insect population dynamics, and is foundational for improving our understanding of the phenology of invasive species adapting to new agroecosystems or in the process of range expansion. An age-stage, two-sex life table was therefore developed to analyze fundamental demographic features such as development, survival, and reproduction of a Minnesota-acclimated population of the invasive brown marmorated stink bug (Halyomorpha halys), in the north central USA. All salient life history parameters were estimated to better understand the population growth potential of H. halys at the current limit of its northern range in North America. We examined the effect of selected constant temperatures on immature development and survival (15-39 degrees C), adult reproduction and longevity (17-36 degrees C) of H. halys in the laboratory. The Minnesota population developed faster and survived at higher rates relative to a population that had previously established in Pennsylvania, USA. Mean generation time for the Minnesota population was minimized at 30 degrees C, while survival and fecundity were maximized at 27 and 23 degrees C, respectively. Given these findings, we assessed the effect of temperature on the intrinsic rate of increase (rm), the life table parameter that integrates the effects of temperature on development, survival, and reproduction. A Ratkowsky model predicted rm was maximized (0.0899) at 27.5 degrees C. We discuss the implications of our findings for understanding population growth rates for H. halys in the context of a warming climate, and potential to emerge as a serious crop pest in the Midwest U.S. region.",yes,experimental,laboratory,rm,23,0.0606,0.0001,Euler-Lotka,bootstrap,29,,Hemiptera,Pentatomidae,Halyomorpha,halys,sucker,various,various,beans,Fabaceae,70,yes,16,Wyoming (USA),43.17003,-107.56853,chambers,10.3390/insects11020108,INSECTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075-4450,2020,,WOS:000519116600023
J,0,"Govindan, BN; Hutchison, WD","Influence of Temperature on Age-Stage, Two-Sex Life Tables for a Minnesota-Acclimated Population of the Brown Marmorated Stink Bug (Halyomorpha halys)","Temperature is a critical single factor influencing insect population dynamics, and is foundational for improving our understanding of the phenology of invasive species adapting to new agroecosystems or in the process of range expansion. An age-stage, two-sex life table was therefore developed to analyze fundamental demographic features such as development, survival, and reproduction of a Minnesota-acclimated population of the invasive brown marmorated stink bug (Halyomorpha halys), in the north central USA. All salient life history parameters were estimated to better understand the population growth potential of H. halys at the current limit of its northern range in North America. We examined the effect of selected constant temperatures on immature development and survival (15-39 degrees C), adult reproduction and longevity (17-36 degrees C) of H. halys in the laboratory. The Minnesota population developed faster and survived at higher rates relative to a population that had previously established in Pennsylvania, USA. Mean generation time for the Minnesota population was minimized at 30 degrees C, while survival and fecundity were maximized at 27 and 23 degrees C, respectively. Given these findings, we assessed the effect of temperature on the intrinsic rate of increase (rm), the life table parameter that integrates the effects of temperature on development, survival, and reproduction. A Ratkowsky model predicted rm was maximized (0.0899) at 27.5 degrees C. We discuss the implications of our findings for understanding population growth rates for H. halys in the context of a warming climate, and potential to emerge as a serious crop pest in the Midwest U.S. region.",yes,experimental,laboratory,rm,27,0.0876,0.0001,Euler-Lotka,bootstrap,24,,Hemiptera,Pentatomidae,Halyomorpha,halys,sucker,various,various,beans,Fabaceae,70,yes,16,Wyoming (USA),43.17003,-107.56853,chambers,10.3390/insects11020108,INSECTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075-4450,2020,,WOS:000519116600023
J,0,"Govindan, BN; Hutchison, WD","Influence of Temperature on Age-Stage, Two-Sex Life Tables for a Minnesota-Acclimated Population of the Brown Marmorated Stink Bug (Halyomorpha halys)","Temperature is a critical single factor influencing insect population dynamics, and is foundational for improving our understanding of the phenology of invasive species adapting to new agroecosystems or in the process of range expansion. An age-stage, two-sex life table was therefore developed to analyze fundamental demographic features such as development, survival, and reproduction of a Minnesota-acclimated population of the invasive brown marmorated stink bug (Halyomorpha halys), in the north central USA. All salient life history parameters were estimated to better understand the population growth potential of H. halys at the current limit of its northern range in North America. We examined the effect of selected constant temperatures on immature development and survival (15-39 degrees C), adult reproduction and longevity (17-36 degrees C) of H. halys in the laboratory. The Minnesota population developed faster and survived at higher rates relative to a population that had previously established in Pennsylvania, USA. Mean generation time for the Minnesota population was minimized at 30 degrees C, while survival and fecundity were maximized at 27 and 23 degrees C, respectively. Given these findings, we assessed the effect of temperature on the intrinsic rate of increase (rm), the life table parameter that integrates the effects of temperature on development, survival, and reproduction. A Ratkowsky model predicted rm was maximized (0.0899) at 27.5 degrees C. We discuss the implications of our findings for understanding population growth rates for H. halys in the context of a warming climate, and potential to emerge as a serious crop pest in the Midwest U.S. region.",yes,experimental,laboratory,rm,30,0.0794,0.0001,Euler-Lotka,bootstrap,50,,Hemiptera,Pentatomidae,Halyomorpha,halys,sucker,various,various,beans,Fabaceae,70,yes,16,Wyoming (USA),43.17003,-107.56853,chambers,10.3390/insects11020108,INSECTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075-4450,2020,,WOS:000519116600023
J,0,"Govindan, BN; Hutchison, WD","Influence of Temperature on Age-Stage, Two-Sex Life Tables for a Minnesota-Acclimated Population of the Brown Marmorated Stink Bug (Halyomorpha halys)","Temperature is a critical single factor influencing insect population dynamics, and is foundational for improving our understanding of the phenology of invasive species adapting to new agroecosystems or in the process of range expansion. An age-stage, two-sex life table was therefore developed to analyze fundamental demographic features such as development, survival, and reproduction of a Minnesota-acclimated population of the invasive brown marmorated stink bug (Halyomorpha halys), in the north central USA. All salient life history parameters were estimated to better understand the population growth potential of H. halys at the current limit of its northern range in North America. We examined the effect of selected constant temperatures on immature development and survival (15-39 degrees C), adult reproduction and longevity (17-36 degrees C) of H. halys in the laboratory. The Minnesota population developed faster and survived at higher rates relative to a population that had previously established in Pennsylvania, USA. Mean generation time for the Minnesota population was minimized at 30 degrees C, while survival and fecundity were maximized at 27 and 23 degrees C, respectively. Given these findings, we assessed the effect of temperature on the intrinsic rate of increase (rm), the life table parameter that integrates the effects of temperature on development, survival, and reproduction. A Ratkowsky model predicted rm was maximized (0.0899) at 27.5 degrees C. We discuss the implications of our findings for understanding population growth rates for H. halys in the context of a warming climate, and potential to emerge as a serious crop pest in the Midwest U.S. region.",yes,experimental,laboratory,rm,33,0.0339,0.001,Euler-Lotka,bootstrap,56,,Hemiptera,Pentatomidae,Halyomorpha,halys,sucker,various,various,beans,Fabaceae,70,yes,16,Wyoming (USA),43.17003,-107.56853,chambers,10.3390/insects11020108,INSECTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075-4450,2020,,WOS:000519116600023
J,1,"Choudhary, JS; Mali, SS; Naaz, N; Mukherjee, D; Moanaro, L; Das, B; Singh, AK; Rao, MS; Bhatt, BP",Predicting the population growth potential of Bactrocera zonata (Saunders) (Diptera: Tephritidae) using temperature development growth models and their validation in fluctuating temperature condition,"Bactrocera zonata (Saunders), a serious polyphagous pest of horticultural crops, was studied for temperature based growth potential at ecologically relevant constant temperatures (15, 20, 25, 30 and 35 degrees C; relative humidity of 60 +/- 10% and a photoperiod of 12:12 h L:D) and simulated growth potential parameters were validated with fluctuating temperatures life cycle data under laboratory conditions on artificial diet. Rate summation and cohort updating approaches were used for simulating development and estimating life-table parameters of B. zonata. The results revealed that lower development thresholds as 11.9, 12.7, and 13.6 degrees C and optimum temperature for survival as 26.01 degrees C, 26.2 degrees C and 25.5 degrees C determined for eggs, larvae and pupae, respectively. Reduction in mean development time of all immature stages occurred with increase in temperature. The highest net reproductive rate (77.64 +/- 2.59 females/female/generation), total fecundity (260.20 +/- 6.37 individuals/female/generation), intrinsic rate of increase (0.10 +/- 0.000 females/female/day) and finite rate of increase (1.10 +/- 0.000 females/female/day) were obtained maximum at 30 degrees C. At lowest extreme temperature (15 degrees C) tested in present study, females were not able to lay eggs. The temperature between 25 and 28 degrees C was the most suitable range for B. zonata reproduction and development. This shows that temperature has significant role in determining the climatic suitability for B. zonata in reproduction.",yes,experimental,laboratory,rm,20,0.02,0.003,Euler-Lotka,simulated,10,"10 segun fecundity, 50 según inicial a cada temperatura",Diptera,Tephritidae,Bactrocera,oleae,borer,mango,Anacardiaceae,artificial,Artificial,60,yes,12,Jharkhand (India),23.45598,85.25573,fruit,10.1007/s12600-019-00777-4,PHYTOPARASITICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0334-2123,1876-7184,2020,,WOS:000519256300001
J,0,"Choudhary, JS; Mali, SS; Naaz, N; Mukherjee, D; Moanaro, L; Das, B; Singh, AK; Rao, MS; Bhatt, BP",Predicting the population growth potential of Bactrocera zonata (Saunders) (Diptera: Tephritidae) using temperature development growth models and their validation in fluctuating temperature condition,"Bactrocera zonata (Saunders), a serious polyphagous pest of horticultural crops, was studied for temperature based growth potential at ecologically relevant constant temperatures (15, 20, 25, 30 and 35 degrees C; relative humidity of 60 +/- 10% and a photoperiod of 12:12 h L:D) and simulated growth potential parameters were validated with fluctuating temperatures life cycle data under laboratory conditions on artificial diet. Rate summation and cohort updating approaches were used for simulating development and estimating life-table parameters of B. zonata. The results revealed that lower development thresholds as 11.9, 12.7, and 13.6 degrees C and optimum temperature for survival as 26.01 degrees C, 26.2 degrees C and 25.5 degrees C determined for eggs, larvae and pupae, respectively. Reduction in mean development time of all immature stages occurred with increase in temperature. The highest net reproductive rate (77.64 +/- 2.59 females/female/generation), total fecundity (260.20 +/- 6.37 individuals/female/generation), intrinsic rate of increase (0.10 +/- 0.000 females/female/day) and finite rate of increase (1.10 +/- 0.000 females/female/day) were obtained maximum at 30 degrees C. At lowest extreme temperature (15 degrees C) tested in present study, females were not able to lay eggs. The temperature between 25 and 28 degrees C was the most suitable range for B. zonata reproduction and development. This shows that temperature has significant role in determining the climatic suitability for B. zonata in reproduction.",yes,experimental,laboratory,rm,25,0.07,0.003,Euler-Lotka,simulated,10,"10 segun fecundity, 50 según inicial a cada temperatura",Diptera,Tephritidae,Bactrocera,oleae,borer,mango,Anacardiaceae,artificial,Artificial,60,yes,12,Jharkhand (India),23.45598,85.25573,fruit,10.1007/s12600-019-00777-4,PHYTOPARASITICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0334-2123,1876-7184,2020,,WOS:000519256300001
J,0,"Choudhary, JS; Mali, SS; Naaz, N; Mukherjee, D; Moanaro, L; Das, B; Singh, AK; Rao, MS; Bhatt, BP",Predicting the population growth potential of Bactrocera zonata (Saunders) (Diptera: Tephritidae) using temperature development growth models and their validation in fluctuating temperature condition,"Bactrocera zonata (Saunders), a serious polyphagous pest of horticultural crops, was studied for temperature based growth potential at ecologically relevant constant temperatures (15, 20, 25, 30 and 35 degrees C; relative humidity of 60 +/- 10% and a photoperiod of 12:12 h L:D) and simulated growth potential parameters were validated with fluctuating temperatures life cycle data under laboratory conditions on artificial diet. Rate summation and cohort updating approaches were used for simulating development and estimating life-table parameters of B. zonata. The results revealed that lower development thresholds as 11.9, 12.7, and 13.6 degrees C and optimum temperature for survival as 26.01 degrees C, 26.2 degrees C and 25.5 degrees C determined for eggs, larvae and pupae, respectively. Reduction in mean development time of all immature stages occurred with increase in temperature. The highest net reproductive rate (77.64 +/- 2.59 females/female/generation), total fecundity (260.20 +/- 6.37 individuals/female/generation), intrinsic rate of increase (0.10 +/- 0.000 females/female/day) and finite rate of increase (1.10 +/- 0.000 females/female/day) were obtained maximum at 30 degrees C. At lowest extreme temperature (15 degrees C) tested in present study, females were not able to lay eggs. The temperature between 25 and 28 degrees C was the most suitable range for B. zonata reproduction and development. This shows that temperature has significant role in determining the climatic suitability for B. zonata in reproduction.",yes,experimental,laboratory,rm,30,0.2,0.0001,Euler-Lotka,simulated,10,"10 segun fecundity, 50 según inicial a cada temperatura",Diptera,Tephritidae,Bactrocera,oleae,borer,mango,Anacardiaceae,artificial,Artificial,60,yes,12,Jharkhand (India),23.45598,85.25573,fruit,10.1007/s12600-019-00777-4,PHYTOPARASITICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0334-2123,1876-7184,2020,,WOS:000519256300001
